0.000000000000000000e+00 4.171220308960652966e-04 2.799769944692570488e-05
8.268274600000000873e+01 2.660367789181216107e-04 1.787497661436077424e-05
1.653654920000000175e+02 3.623497004194695445e-05 2.597054896901834913e-05
2.480482380000000262e+02 4.258924574116319892e-05 2.071492091403992990e-05
3.307309840000000349e+02 2.033370476446567422e-04 1.976033091643870828e-05
4.134137300000000437e+02 1.918622146638845145e-04 2.191899553766350878e-05
4.960964760000000524e+02 -3.115365525915424639e-05 1.053843921514575767e-05
5.787792220000001180e+02 -1.594286425766325071e-04 2.385378557477916758e-05
6.614619680000000699e+02 -3.367828475136877716e-05 1.513865809747735763e-05
7.441447140000000218e+02 1.110917109803733274e-04 2.162696949590485796e-05
8.268274600000000873e+02 2.533355894226665310e-05 1.858351967538383588e-05
9.095102060000001529e+02 -1.686569823554884241e-04 2.028676334916833872e-05
9.921929520000001048e+02 -1.884854030103011110e-04 2.199080498061046709e-05
1.074875698000000057e+03 -3.743971891521879043e-05 1.622914710803845145e-05
1.157558444000000236e+03 2.394063028290619344e-05 2.245620065397748615e-05
1.240241190000000188e+03 -9.676622052741352476e-05 1.943510340664720044e-05
1.322923936000000140e+03 -1.904813532984375106e-04 2.243904298933027910e-05
1.405606682000000092e+03 -9.219138902323212445e-05 1.698219166728761953e-05
1.488289428000000044e+03 6.386378905474016142e-05 1.775413558657512955e-05
1.570972174000000223e+03 6.869432954200333516e-05 2.553740828899013753e-05
1.653654920000000175e+03 -3.972437397887641205e-05 2.614515678991204849e-05
1.736337666000000127e+03 -6.204579713037363742e-05 2.191094692304946821e-05
1.819020412000000306e+03 3.821128362946719307e-05 1.616972171068544335e-05
1.901703158000000258e+03 9.519712655523862295e-05 2.054259254755096085e-05
1.984385904000000210e+03 1.923866005805535009e-05 2.123293287455131517e-05
2.067068650000000162e+03 -6.828314547158902213e-05 1.735450693206107677e-05
2.149751396000000113e+03 -3.796792865226004807e-05 1.769032064801830120e-05
2.232434142000000065e+03 5.158772339562637936e-05 2.070969952580905112e-05
2.315116888000000472e+03 6.332156624066079059e-05 2.082396466463418770e-05
2.397799634000000424e+03 -3.942071373336202774e-06 1.781244928068235445e-05
2.480482380000000376e+03 -3.472652020326412437e-05 1.615587968526144654e-05
2.563165126000000328e+03 9.786949424874040573e-06 2.127663546679776807e-05
2.645847872000000280e+03 4.269446479552247911e-05 2.274022606425007216e-05
2.728530618000000231e+03 2.079579816122738897e-06 1.959785315343462342e-05
2.811213364000000183e+03 -5.525907168357198856e-05 1.921343470434270977e-05
2.893896110000000135e+03 -5.155033916211881971e-05 2.181171838370961729e-05
2.976578856000000087e+03 -3.796410628127320693e-06 2.125731613594332062e-05
3.059261602000000494e+03 1.689811852738973936e-05 1.539658682345053964e-05
3.141944348000000446e+03 -3.203677228585373784e-06 1.875971872117974015e-05
3.224627094000000398e+03 -1.457096845026443821e-05 2.257754170148905544e-05
3.307309840000000349e+03 7.121382546977983517e-06 2.116098015456365313e-05
3.389992586000000301e+03 2.742792489957113252e-05 1.856940488217419249e-05
3.472675332000000253e+03 1.393359525587713833e-05 1.763500291037919918e-05
3.555358078000000205e+03 -1.597131358110351411e-05 2.082002001697440670e-05
3.638040824000000612e+03 -2.681593354221942907e-05 2.108101067811055668e-05
3.720723570000000564e+03 -1.476414399583356539e-05 2.170076400070028501e-05
3.803406316000000515e+03 -3.009006377493696603e-06 2.168556702119796268e-05
3.886089062000000467e+03 -3.536250295366235165e-06 1.997122612991820544e-05
3.968771808000000419e+03 -6.065950542806117423e-06 1.734915381094634650e-05
