-2.0	5.39618417e-02	24.04851015
-2.0	5.39618417e-02	24.04851015
-1.9595959595959596	4.71165904e-02	24.07047901
-1.9191919191919191	4.07897057e-02	24.09536002
-1.878787878787879	3.49577648e-02	24.12351566
-1.8383838383838385	2.95978331e-02	24.15534854
-1.797979797979798	2.46874637e-02	24.19130462
-1.7575757575757576	2.02046978e-02	24.23187650
-1.7171717171717171	1.61280646e-02	24.27760646
-1.6767676767676767	1.24365812e-02	24.32908920
-1.6363636363636362	9.10975270e-03	24.38697404
-1.595959595959596	6.12757217e-03	24.45196629
-1.5555555555555556	3.47052067e-03	24.52482746
-1.5151515151515151	1.11956721e-03	24.60637379
-1.4747474747474747	-9.43831189e-04	24.69747246
-1.4343434343434343	-2.73772957e-03	24.79903479
-1.393939393939394	-4.27969498e-03	24.91200530
-1.3535353535353534	-5.58680651e-03	25.03734542
-1.3131313131313131	-6.67565526e-03	25.17601025
-1.2727272727272727	-7.56234436e-03	25.32891641
-1.2323232323232323	-8.26248898e-03	25.49689839
-1.1919191919191918	-8.79121630e-03	25.68065064
-1.1515151515151514	-9.16316553e-03	25.88065161
-1.1111111111111112	-9.39248790e-03	26.09706573
-1.0707070707070705	-9.49284670e-03	26.32961847
-1.0303030303030303	-9.47741720e-03	26.57743924
-0.9898989898989898	-9.35888672e-03	26.83886676
-0.9494949494949494	-9.14945461e-03	27.11121194
-0.909090909090909	-8.86083223e-03	27.39047436
-0.8686868686868685	-8.50424299e-03	27.67101153
-0.8282828282828283	-8.09042230e-03	27.94516456
-0.7878787878787878	-7.62961762e-03	28.20285187
-0.7474747474747474	-7.13158841e-03	28.43115402
-0.707070707070707	-6.60560618e-03	28.61392884
-0.6666666666666665	-6.06045446e-03	28.73151732
-0.6262626262626261	-5.50442879e-03	28.76062571
-0.5858585858585856	-4.94533677e-03	28.67449642
-0.5454545454545454	-4.39049799e-03	28.44350328
-0.505050505050505	-3.84674409e-03	28.03631681
-0.46464646464646453	-3.32041872e-03	27.42176947
-0.4242424242424241	-2.81737758e-03	26.57149369
-0.38383838383838365	-2.34298837e-03	25.46329277
-0.3434343434343432	-1.90213083e-03	24.08503159
-0.303030303030303	-1.49919672e-03	22.43861393
-0.26262626262626254	-1.13808983e-03	20.54338766
-0.2222222222222221	-8.22225985e-04	18.43816020
-0.18181818181818166	-5.54533020e-04	16.18100514
-0.14141414141414121	-3.37450806e-04	13.84627532
-0.10101010101010077	-1.72931238e-04	11.51872708
-0.06060606060606055	-6.24382357e-05	9.28533030
-0.02020202020202011	-6.94774786e-06	7.22600686
0.020202020202020332	-6.94774786e-06	5.40497331
0.060606060606060996	-6.24382357e-05	3.86436629
0.10101010101010122	-1.72931238e-04	2.62134919
0.14141414141414144	-3.37450806e-04	1.66906965
0.1818181818181821	-5.54533020e-04	0.98093402
0.22222222222222232	-8.22225985e-04	0.51698294
0.262626262626263	-1.13808983e-03	0.23088192
0.3030303030303032	-1.49919672e-03	0.07619904
0.3434343434343434	-1.90213083e-03	0.01109501
0.3838383838383841	-2.34298837e-03	0.00109783
0.4242424242424243	-2.81737758e-03	0.02009911
0.464646464646465	-3.32041872e-03	0.04999553
0.5050505050505052	-3.84674409e-03	0.07949579
0.5454545454545459	-4.39049799e-03	0.10256772
0.5858585858585861	-4.94533677e-03	0.11687792
0.6262626262626263	-5.50442879e-03	0.12243719
0.666666666666667	-6.06045446e-03	0.12054486
0.7070707070707072	-6.60560618e-03	0.11304103
0.7474747474747478	-7.13158841e-03	0.10182741
0.7878787878787881	-7.62961762e-03	0.08859706
0.8282828282828287	-8.09042230e-03	0.07471228
0.868686868686869	-8.50424299e-03	0.06117764
0.9090909090909092	-8.86083223e-03	0.04866781
0.9494949494949498	-9.14945461e-03	0.03758157
0.9898989898989901	-9.35888672e-03	0.02810351
1.0303030303030307	-9.47741720e-03	0.02026295
1.070707070707071	-9.49284670e-03	0.01398456
1.1111111111111112	-9.39248790e-03	0.00912896
1.1515151515151518	-9.16316553e-03	0.00552344
1.191919191919192	-8.79121630e-03	0.00298387
1.2323232323232327	-8.26248898e-03	0.00132949
1.272727272727273	-7.56234436e-03	0.00039208
1.3131313131313136	-6.67565526e-03	0.00002104
1.3535353535353538	-5.58680651e-03	0.00008556
1.393939393939394	-4.27969498e-03	0.00047482
1.4343434343434347	-2.73772957e-03	0.00109695
1.474747474747475	-9.43831189e-04	0.00187731
1.5151515151515156	1.11956721e-03	0.00275645
1.5555555555555558	3.47052067e-03	0.00368793
1.5959595959595965	6.12757217e-03	0.00463627
1.6363636363636367	9.10975270e-03	0.00557504
1.676767676767677	1.24365812e-02	0.00648516
1.7171717171717176	1.61280646e-02	0.00735341
1.7575757575757578	2.02046978e-02	0.00817121
1.7979797979797985	2.46874637e-02	0.00893355
1.8383838383838387	2.95978331e-02	0.00963814
1.878787878787879	3.49577648e-02	0.01028471
1.9191919191919196	4.07897057e-02	0.01087446
1.9595959595959598	4.71165904e-02	0.01140959
2.0	5.39618417e-02	0.01189302
